"평가년도","도서관구분","도서관코드","도서관명","면적","시군구","장서수","사서수","대출자수","대출권수"
2015,"LIBTYPE002",2050146004,"광양공공도서관","전남","광양시",87494,"6",207374,121176
2015,"LIBTYPE002",2050146005,"광양평생교육관","전남","광양시",79962,"3",183559,30915
2015,"LIBTYPE002",2060146011,"광양시립중마도서관","전남","광양시",93000,"4",168227,170137
2015,"LIBTYPE002",2060146010,"광양시립중앙도서관","전남","광양시",226830,"7",229529,145335
2015,"LIBTYPE002",2050146008,"구례공공도서관","전남","구례군",65927,"3",78408,38063
2015,"LIBTYPE002",2060141131,"과천시문원도서관","경기","과천시",45902,"3",162748,80203
2015,"LIBTYPE002",2060146013,"구례군매천도서관","전남","구례군",33727,"1",25251,15357
2015,"LIBTYPE002",2050146002,"나주공공도서관","전남","나주시",307198,"16",716181,183811
2015,"LIBTYPE002",2050146003,"남평공공도서관","전남","나주시",75884,"3",61089,35168
2015,"LIBTYPE002",2060146009,"나주시립도서관","전남","나주시",67647,"2",2600,41350
2015,"LIBTYPE002",2060146041,"빛가람시립도서관","전남","나주시",7459,"3",405,971
2015,"LIBTYPE002",2050146006,"담양공공도서관","전남","담양군",80605,"6",162178,45511
2015,"LIBTYPE002",2050146001,"목포공공도서관","전남","목포시",366630,"13",1373303,217906
2015,"LIBTYPE002",2060146001,"목포시립도서관","전남","목포시",309935,"7",435870,95101
2015,"LIBTYPE002",2060846002,"목포어린이도서관","전남","목포시",52481,"3",411796,87877
2015,"LIBTYPE002",20601110007,"석관동미리내도서관","서울","성북구",30270,"3",84732,74778
2015,"LIBTYPE002",2060111091,"성북구립 청수도서관","서울","성북구",29916,"4",83855,74891
2015,"LIBTYPE002",2060111011,"아리랑도서관","서울","성북구",138344,"7",322319,162691
2015,"LIBTYPE002",2060811011,"종암동새날도서관","서울","성북구",36595,"4",120436,112142
2015,"LIBTYPE002",2060811007,"해오름도서관","서울","성북구",37621,"2",111489,48851
2015,"LIBTYPE002",2050111012,"서울특별시교육청송파도서관","서울","송파구",234620,"21",1770451,546931
2015,"LIBTYPE002",2060111093,"돌마리도서관","서울","송파구",12503,"1",136910,58489
2015,"LIBTYPE002",2060111053,"소나무언덕2호작은도서관","서울","송파구",22642,"2",176059,78533
2015,"LIBTYPE002",2060111064,"소나무언덕3호 작은도서관","서울","송파구",21531,"2",128286,70716
2015,"LIBTYPE002",20601110005,"소나무언덕잠실본동작은도서관","서울","송파구",20483,"2",139664,52062
2015,"LIBTYPE002",2060111018,"거마도서관","서울","송파구",37963,"2",241472,79143
2015,"LIBTYPE002",2060811019,"송파어린이영어작은도서관","서울","송파구",16258,"1",168046,68169
2015,"LIBTYPE002",2030111009,"지샘터 올림픽공원도서관","서울","송파구",9464,"1",1709,887
2015,"LIBTYPE002",2050111013,"서울특별시교육청양천도서관","서울","양천구",271072,"21",1992099,676483
2015,"LIBTYPE002",2060111092,"갈산도서관","서울","양천구",24332,"1",442521,131497
2015,"LIBTYPE002",2060841011,"고양시립화정어린이도서관","경기","고양시 덕양구",102600,"2",16508,290916
2015,"LIBTYPE002",2060111052,"목마교육도서관","서울","양천구",26492,"0",60000,52819
2015,"LIBTYPE002",2060111027,"신월음악도서관","서울","양천구",37820,"1",23000,62965
2015,"LIBTYPE002",2050111020,"서울특별시교육청영등포평생학습관","서울","영등포구",208262,"15",854720,277934
2015,"LIBTYPE002",2060111033,"대림정보문화도서관","서울","영등포구",57421,"6",426657,81229
2015,"LIBTYPE002",2060111037,"문래정보문화도서관","서울","영등포구",51337,"5",439758,107516
2015,"LIBTYPE002",2060111051,"선유정보문화도서관","서울","영등포구",54621,"7",234458,73129
2015,"LIBTYPE002",2050111007,"서울특별시교육청남산도서관","서울","용산구",480441,"32",1212066,369085
2015,"LIBTYPE002",2050111014,"서울특별시교육청용산도서관","서울","용산구",281095,"17",913881,351791
2015,"LIBTYPE002",2060141060,"고양시립마두도서관","경기","고양시 일산동구",183261,"3",308454,160670
2015,"LIBTYPE002",2060111056,"청파도서관","서울","용산구",25567,"1",28138,18627
2015,"LIBTYPE002",20601110001,"구립구산동도서관마을","서울","은평구",21348,"8",33186,9701
2015,"LIBTYPE002",2060111048,"구립은평뉴타운도서관","서울","은평구",15957,"7",187220,57329
2015,"LIBTYPE002",2060111040,"구립증산정보도서관","서울","은평구",50879,"8",707689,230681
2015,"LIBTYPE002",20601110004,"상림마을작은도서관","서울","은평구",29501,"1",152326,92862
2015,"LIBTYPE002",2060111007,"은평구립도서관","서울","은평구",198370,"16",1038536,272132
2015,"LIBTYPE002",2060111055,"응암정보도서관","서울","은평구",46330,"6",463874,111145
2015,"LIBTYPE002",2050811001,"서울특별시교육청어린이도서관","서울","종로구",276247,"19",1057523,657599
2015,"LIBTYPE002",2050111015,"서울특별시교육청정독도서관","서울","종로구",506516,"36",1675850,349966
2015,"LIBTYPE002",2060141061,"고양시립백석도서관","경기","고양시 일산동구",149545,"2",390443,243933
2015,"LIBTYPE002",2030111001,"4.19 혁명기념 도서관","서울","종로구",44749,"3",76524,1456
2015,"LIBTYPE002",2060111089,"아름꿈 도서관","서울","종로구",15914,"3",22844,14168
2015,"LIBTYPE002",2060111094,"청운문학도서관","서울","종로구",12019,"4",34208,20779
2015,"LIBTYPE002",2030111003,"한국학생도서관","서울","중구",8843,"2",3000,442
2015,"LIBTYPE002",2060811012,"남산타운문화체육센터 어린이도서관","서울","중구",19775,"2",103075,65468
2015,"LIBTYPE002",2060111078,"서울도서관","서울","중구",317228,"21",1842986,327179
2015,"LIBTYPE002",2060111042,"가온도서관","서울","중구",41636,"3",256251,74985
2015,"LIBTYPE002",2060111070,"어울림도서관","서울","중구",44141,"4",315891,97859
2015,"LIBTYPE002",2060111019,"중랑구립면목정보도서관","서울","중랑구",90237,"6",622082,202003
2015,"LIBTYPE002",2060111001,"중랑구립정보도서관","서울","중랑구",184386,"14",1762081,365152
2015,"LIBTYPE002",2060141136,"고양시립식사도서관","경기","고양시 일산동구",58825,"3",283997,180289
2015,"LIBTYPE002",2060132002,"도담동도서관","세종","-",8822,"1",70000,49596
2015,"LIBTYPE002",2060132003,"아름동도서관","세종","-",9220,"1",39538,26667
2015,"LIBTYPE002",2050131002,"울산남부도서관","울산","남구",288912,"16",960026,341269
2015,"LIBTYPE002",2060131005,"울산남구도산도서관","울산","남구",51910,"1",248023,103695
2015,"LIBTYPE002",2060131007,"울산남구신복도서관","울산","남구",29519,"1",212542,77874
2015,"LIBTYPE002",2050131003,"울산동부도서관","울산","동구",236788,"12",268785,197882
2015,"LIBTYPE002",2060141059,"고양시립아람누리도서관","경기","고양시 일산동구",181005,"5",560354,396516
2015,"LIBTYPE002",2060131002,"농소1동도서관","울산","북구",46858,"2",103341,46744
2015,"LIBTYPE002",2060831002,"명촌어린이도서관","울산","북구",21689,"1",61259,35736
2015,"LIBTYPE002",2060131006,"염포양정도서관","울산","북구",46261,"1",85249,51944
2015,"LIBTYPE002",2060131001,"울산농소3동도서관","울산","북구",45211,"2",146169,81478
2015,"LIBTYPE002",2060131004,"울산북구중앙도서관","울산","북구",116551,"1",322466,104622
2015,"LIBTYPE002",2050131004,"울주도서관","울산","울주군",200758,"9",275496,93854
2015,"LIBTYPE002",2060131010,"울주문화예술회관 도서관","울산","울주군",38308,"1",37202,30562
2015,"LIBTYPE002",2060131008,"울주선바위도서관","울산","울주군",64348,"6",1073415,145241
2015,"LIBTYPE002",2060131003,"울주옹기종기도서관","울산","울주군",95045,"2",137968,75906
2015,"LIBTYPE002",2060141094,"고양시립풍동도서관","경기","고양시 일산동구",94040,"3",220556,196248
2015,"LIBTYPE002",2050131001,"울산중부도서관","울산","중구",288436,"16",576203,266773
2015,"LIBTYPE002",2060121008,"금정도서관","부산","금정구",199352,"10",594812,391422
2015,"LIBTYPE002",2030121003,"맨발동무도서관","부산","북구",27562,"2",16660,35079
2015,"LIBTYPE002",2060142033,"둔내태성도서관","강원","횡성군",4865,"1",2585,2865
2015,"LIBTYPE002",2060111021,"정다운도서관","서울","강남구",43474,"1",193959,86798
2015,"LIBTYPE002",2060111069,"수유문화정보도서관","서울","강북구",32919,"1",381297,112477
2015,"LIBTYPE002",2060111004,"광진정보도서관","서울","광진구",188822,"15",1471470,814022
2015,"LIBTYPE002",2060831001,"울산북구기적의도서관","울산","북구",49949,"2",137772,44710
2015,"LIBTYPE002",2060146006,"여수시립율촌도서관","전남","여수시",42595,"1",25917,30156
2015,"LIBTYPE002",2050146012,"장흥공공도서관","전남","장흥군",69914,"2",104761,38051
2015,"LIBTYPE002",2050111006,"서울특별시교육청구로도서관","서울","구로구",129582,"14",840399,270108
2015,"LIBTYPE002",2050111009,"서울특별시교육청동대문도서관","서울","동대문구",228657,"16",672526,320733
2015,"LIBTYPE002",2050111016,"서울특별시교육청종로도서관","서울","종로구",251098,"15",1231407,332727
2015,"LIBTYPE002",2050121007,"부산광역시립구덕도서관","부산","서구",142290,"9",472921,157606
2015,"LIBTYPE002",2050121014,"부산광역시립해운대도서관","부산","해운대구",180610,"14",1789468,561085
2015,"LIBTYPE002",2050122011,"대구광역시립달성도서관","대구","달성군",124552,"5",157801,111324
2015,"LIBTYPE002",2050123002,"인천광역시교육청중앙도서관","인천","남동구",315633,"14",866676,306961
2015,"LIBTYPE002",2060111057,"구로구립 온누리도서관","서울","구로구",25017,"2",92540,14345
2015,"LIBTYPE002",2060811013,"글마루한옥어린이도서관","서울","구로구",25164,"2",69362,62569
2015,"LIBTYPE002",2060111035,"꿈마을 도서관","서울","구로구",32803,"2",82145,26992
2015,"LIBTYPE002",2060111065,"하늘도서관","서울","구로구",25691,"2",99323,16419
2015,"LIBTYPE002",2060111030,"금천구립가산도서관","서울","금천구",71427,"6",459248,76413
2015,"LIBTYPE002",2060141163,"고양시립 신원도서관","경기","고양시 덕양구",33885,"2",75093,126636
2015,"LIBTYPE002",2060111003,"금천구립독산도서관","서울","금천구",110522,"5",620732,115634
2015,"LIBTYPE002",2060111084,"금천구립시흥도서관","서울","금천구",37696,"6",418035,121813
2015,"LIBTYPE002",2050111021,"서울특별시교육청노원평생학습관","서울","노원구",170164,"15",1659006,449050
2015,"LIBTYPE002",2060811001,"노원어린이도서관","서울","노원구",92464,"4",430732,252354
2015,"LIBTYPE002",2060111034,"월계문화정보도서관","서울","노원구",93224,"8",387127,189893
2015,"LIBTYPE002",2060111071,"화랑도서관","서울","노원구",38453,"5",262539,114692
2015,"LIBTYPE002",2050111008,"서울특별시교육청도봉도서관","서울","도봉구",213751,"16",718285,314145
2015,"LIBTYPE002",2060811010,"무수골도서관","서울","도봉구",26834,"2",45513,19624
2015,"LIBTYPE002",2060141176,"고양시립삼송도서관","경기","고양시 덕양구",21942,"2",264585,144110
2015,"LIBTYPE002",2060811017,"도봉기적의도서관","서울","도봉구",13306,"3",39281,19215
2015,"LIBTYPE002",2060111008,"도봉문화정보도서관","서울","도봉구",126703,"6",351033,116113
2015,"LIBTYPE002",2060111045,"도봉아이나라도서관","서울","도봉구",72612,"5",136529,151698
2015,"LIBTYPE002",2060811018,"둘리도서관","서울","도봉구",8344,"1",51341,0
2015,"LIBTYPE002",2060111050,"학마을도서관","서울","도봉구",62888,"2",246000,97794
2015,"LIBTYPE002",2060111090,"동대문구 답십리 도서관","서울","동대문구",34312,"6",981601,160843
2015,"LIBTYPE002",2060111025,"동대문구정보화도서관","서울","동대문구",110100,"16",1440295,304569
2015,"LIBTYPE002",2060811015,"휘경어린이도서관","서울","동대문구",12112,"4",50233,34927
2015,"LIBTYPE002",2050111010,"서울특별시교육청동작도서관","서울","동작구",150346,"12",846276,388462
2015,"LIBTYPE002",2060142021,"고성군립도서관","강원","고성군",52008,"1",25496,17836
2015,"LIBTYPE002",2060141064,"고양시립원당도서관","경기","고양시 덕양구",119784,"3",51477,144398
2015,"LIBTYPE002",2060811016,"대방어린이도서관","서울","동작구",14268,"2",97074,77150
2015,"LIBTYPE002",2060111061,"동작상도국주도서관","서울","동작구",38075,"3",153158,96835
2015,"LIBTYPE002",2060111043,"동작어린이도서관","서울","동작구",42325,"3",209171,124373
2015,"LIBTYPE002",2060111083,"사당솔밭도서관","서울","동작구",29430,"4",226858,143579
2015,"LIBTYPE002",2050111018,"서울특별시교육청마포평생학습관","서울","마포구",226847,"20",1800131,463970
2015,"LIBTYPE002",2050111019,"서울특별시교육청마포평생학습관 아현분관","서울","마포구",123071,"9",496193,159311
2015,"LIBTYPE002",2060111041,"마포구립서강도서관","서울","마포구",63920,"8",446249,208426
2015,"LIBTYPE002",20601110002,"마포구립하늘도서관","서울","마포구",30435,"2",787146,133630
2015,"LIBTYPE002",2050111011,"서울특별시교육청서대문도서관","서울","서대문구",185748,"16",1377020,325527
2015,"LIBTYPE002",2060811008,"서대문구립남가좌새롬어린이도서관","서울","서대문구",48985,"1",170469,183465
2015,"LIBTYPE002",2060141063,"고양시립행신도서관","경기","고양시 덕양구",152637,"2",387504,177460
2015,"LIBTYPE002",2060111017,"서대문구립이진아기념도서관","서울","서대문구",123358,"13",673155,635689
2015,"LIBTYPE002",2060111073,"서대문구립홍은도담도서관","서울","서대문구",34769,"0",122029,107880
2015,"LIBTYPE002",2060811002,"구립서초어린이도서관","서울","서초구",58759,"3",57279,103011
2015,"LIBTYPE002",2060111081,"서초구립반포도서관","서울","서초구",79594,"10",1462012,387519
2015,"LIBTYPE002",2060111024,"성동구립금호도서관","서울","성동구",78370,"6",472473,185934
2015,"LIBTYPE002",2060111002,"성동구립도서관","서울","성동구",179705,"14",1634653,314130
2015,"LIBTYPE002",2060111080,"성동구립성수도서관","서울","성동구",37985,"5",331866,145889
2015,"LIBTYPE002",2060111032,"성동구립용답도서관","서울","성동구",74376,"7",658973,168215
2015,"LIBTYPE002",2060111088,"성동구립청계도서관","서울","성동구",33362,"6",183049,91647
2015,"LIBTYPE002",2060841012,"고양시립행신어린이도서관","경기","고양시 덕양구",102829,"3",28240,276385
2015,"LIBTYPE002",2060111075,"달빛마루도서관","서울","성북구",47053,"4",169605,151032
2015,"LIBTYPE002",2060143016,"옥천군민도서관","충북","옥천군",47050,"3",164912,59798
2015,"LIBTYPE002",2050143014,"금왕교육도서관","충북","음성군",63223,"3",80112,32951
2015,"LIBTYPE002",2050143013,"음성교육도서관","충북","음성군",68506,"3",83639,26720
2015,"LIBTYPE002",2060143024,"감곡도서관","충북","음성군",15329,"2",12150,3326
2015,"LIBTYPE002",2060143009,"음성대소도서관","충북","음성군",36074,"2",37830,17326
2015,"LIBTYPE002",2050141003,"경기김포교육도서관","경기","김포시",112684,"5",133805,61512
2015,"LIBTYPE002",2050143005,"제천학생회관","충북","제천시",76452,"2",159926,32528
2015,"LIBTYPE002",2060143006,"봉양도서관","충북","제천시",50214,"0",41124,9783
2015,"LIBTYPE002",2060843002,"제천기적의도서관","충북","제천시",92285,"7",192146,74599
2015,"LIBTYPE002",2060143004,"제천시립도서관","충북","제천시",237852,"11",539022,232841
2015,"LIBTYPE002",2060143010,"제천시립의병도서관","충북","제천시",9545,"1",8335,7519
2015,"LIBTYPE002",2060143005,"제천여성도서관","충북","제천시",58144,"0",169196,28689
2015,"LIBTYPE002",2050143012,"증평교육도서관","충북","증평군",68811,"3",188303,40527
2015,"LIBTYPE002",2060143022,"증평군립도서관","충북","증평군",41626,"3",248851,34142
2015,"LIBTYPE002",2050143010,"진천교육도서관","충북","진천군",73516,"3",64080,18332
2015,"LIBTYPE002",2060143015,"진천군립광혜원도서관","충북","진천군",38534,"1",138968,103342
2015,"LIBTYPE002",2060141104,"김포시통진도서관","경기","김포시",99967,"7",417811,302939
2015,"LIBTYPE002",2060143021,"진천군립도서관","충북","진천군",56894,"3",189823,105930
2015,"LIBTYPE002",2060143013,"청주오창도서관","충북","청주시 청원구",53955,"2",168360,167588
2015,"LIBTYPE002",2050143006,"미원교육도서관","충북","청주시 상당구",67439,"3",57691,16630
2015,"LIBTYPE002",2060143014,"청주상당도서관","충북","청주시 상당구",81981,"2",342508,186896
2015,"LIBTYPE002",2060143001,"청주시립도서관","충북","청주시 상당구",203505,"9",649843,429849
2015,"LIBTYPE002",2050143001,"충청북도교육도서관","충북","청주시 서원구",378043,"11",725011,230864
2015,"LIBTYPE002",2060143018,"청주서원도서관","충북","청주시 서원구",71820,"3",318944,233212
2015,"LIBTYPE002",2050143002,"충청북도교육문화원","충북","청주시 청원구",35402,"3",30456,10168
2015,"LIBTYPE002",2060143011,"청주청원도서관","충북","청주시 청원구",98308,"4",366947,210338
2015,"LIBTYPE002",2060143007,"옥산도서관","충북","청주시 흥덕구",50464,"0",62969,50599
2015,"LIBTYPE002",2060141132,"김포시양곡도서관","경기","김포시",51606,"2",301239,194696
2015,"LIBTYPE002",2060843001,"청주기적의도서관","충북","청주시 흥덕구",47429,"3",125553,38208
2015,"LIBTYPE002",2060143020,"청주시립오송도서관","충북","청주시 흥덕구",45469,"5",160280,116636
2015,"LIBTYPE002",2060843003,"청주신율봉어린이도서관","충북","청주시 흥덕구",50791,"1",309837,100825
2015,"LIBTYPE002",2060143012,"청주흥덕도서관","충북","청주시 흥덕구",87372,"2",1178619,357743
2015,"LIBTYPE002",2050143004,"중원교육도서관","충북","충주시",59438,"3",30728,14582
2015,"LIBTYPE002",2050143016,"충청북도중원교육문화원","충북","충주시",85516,"3",203197,51577
2015,"LIBTYPE002",2060143019,"엄정꿈터도서관","충북","충주시",15489,"1",16970,8092
2015,"LIBTYPE002",2060143002,"충주시립도서관","충북","충주시",229818,"5",530583,244268
2015,"LIBTYPE002",2060143003,"충주시립호암도서관","충북","충주시",46559,"0",13188,12319
2015,"LIBTYPE002",2060141047,"김포시중봉도서관","경기","김포시",300022,"5",1042325,398383
2015,"LIBTYPE002",2060141067,"남양주시 정약용도서관","경기","남양주시",156181,"3",367799,161803
2015,"LIBTYPE002",2060141012,"부천시립북부도서관","경기","부천시 원미구",131318,"3",279345,154328
2015,"LIBTYPE002",2050141011,"경기평생교육학습관","경기","수원시 권선구",668568,"16",919031,273117
2015,"LIBTYPE002",2060141183,"수원시일월도서관","경기","수원시 장안구",49287,"4",250283,140201
2015,"LIBTYPE002",2050142020,"양구교육도서관","강원","양구군",85094,"3",88854,38159
2015,"LIBTYPE002",2060141159,"안성시립진사도서관","경기","안성시",48323,"5",320462,134916
2015,"LIBTYPE002",2060141102,"양평 양서친환경도서관","경기","양평군",51773,"1",85521,42391
2015,"LIBTYPE002",2060141097,"오산시 중앙도서관","경기","오산시",232546,"3",221615,223934
2015,"LIBTYPE002",2060141025,"용인시수지도서관","경기","용인시 수지구",194837,"9",1011313,593121
2015,"LIBTYPE002",2060141162,"가람도서관","경기","파주시",27240,"5",293452,128793
2015,"LIBTYPE002",2060141031,"평택시립도서관 팽성분관","경기","평택시",100965,"3",144878,114976
2015,"LIBTYPE002",2050141009,"경기화성교육도서관","경기","화성시",112587,"8",451818,175172
2015,"LIBTYPE002",2050148023,"경상남도교육청 거창도서관","경남","거창군",73528,"5",128579,45735
2015,"LIBTYPE002",2050148009,"경상남도교육청 밀양도서관","경남","밀양시",70751,"6",80605,28216
2015,"LIBTYPE002",2060848004,"비봉어린이도서관","경남","진주시",21467,"1",20502,20501
2015,"LIBTYPE002",2050142006,"춘성교육도서관","강원","춘천시",60801,"2",44915,24391
2015,"LIBTYPE002",2060148036,"함안군립칠원도서관","경남","함안군",33431,"1",61880,40492
2015,"LIBTYPE002",2050147001,"경상북도교육청 구미도서관","경북","구미시",272007,"10",532590,257009
2015,"LIBTYPE002",2050147013,"경상북도교육청 상주도서관화령분관","경북","상주시",71282,"2",46413,17801
2015,"LIBTYPE002",2050147026,"경상북도교육청 울진도서관","경북","울진군",84635,"4",71759,47024
2015,"LIBTYPE002",2060147029,"칠곡군립도서관","경북","칠곡군",56834,"3",216233,83841
2015,"LIBTYPE002",2060124002,"광주광역시립사직도서관","광주","남구",213236,"4",740060,258608
2015,"LIBTYPE002",2060124010,"어린이생태학습도서관","광주","서구",34919,"1",93941,91927
2015,"LIBTYPE002",2050122008,"대구광역시립북부도서관","대구","북구",241175,"11",567205,246515
2015,"LIBTYPE002",2050122010,"대구2.28기념학생도서관 (구 대봉도서관)","대구","중구",208037,"11",611560,261871
2015,"LIBTYPE002",2060125007,"갈마도서관","대전","서구",158614,"4",494072,179718
2015,"LIBTYPE002",2060844001,"금산기적의도서관","충남","금산군",45240,"2",60052,11728
2015,"LIBTYPE002",2060144004,"금산인삼고을도서관","충남","금산군",58740,"1",129120,29853
2015,"LIBTYPE002",2060144033,"진산도서관","충남","금산군",24123,"1",43405,40222
2015,"LIBTYPE002",2060144027,"추부도서관","충남","금산군",36757,"1",62417,16682
2015,"LIBTYPE002",2060141146,"군포부곡도서관","경기","군포시",52190,"2",278470,126190
2015,"LIBTYPE002",2050144016,"충청남도교육청남부평생교육원","충남","논산시",115913,"8",875775,152295
2015,"LIBTYPE002",2060144005,"논산강경도서관","충남","논산시",78306,"1",61878,71010
2015,"LIBTYPE002",2060144006,"논산연무도서관","충남","논산시",76245,"1",66525,94229
2015,"LIBTYPE002",2060144008,"당진시립합덕도서관","충남","당진시",46000,"1",51342,18816
2015,"LIBTYPE002",2050144004,"충청남도당진교육지원청당진도서관","충남","당진시",122536,"2",31727,57101
2015,"LIBTYPE002",2050144005,"충청남도보령교육지원청보령도서관","충남","보령시",100598,"3",191333,58542
2015,"LIBTYPE002",2050144006,"충청남도보령교육지원청웅천도서관","충남","보령시",74597,"2",26927,26683
2015,"LIBTYPE002",2060144009,"보령시중앙도서관","충남","보령시",104538,"1",90393,70322
2015,"LIBTYPE002",2060144010,"보령주산도서관","충남","보령시",34272,"0",8290,6784
2015,"LIBTYPE002",2060141039,"군포시 당동도서관","경기","군포시",120286,"2",363295,77215
2015,"LIBTYPE002",2050144007,"충청남도부여교육지원청부여도서관","충남","부여군",115802,"3",140026,95209
2015,"LIBTYPE002",2060144035,"홍산공공도서관","충남","부여군",11436,"1",19345,9154
2015,"LIBTYPE002",2050144008,"충청남도서산교육지원청해미도서관","충남","서산시",66465,"2",124802,38840
2015,"LIBTYPE002",2060144012,"서산시 대산도서관","충남","서산시",88435,"2",63321,59355
2015,"LIBTYPE002",2060144011,"서산시립도서관","충남","서산시",241688,"6",277003,189070
2015,"LIBTYPE002",2060844003,"서산어린이도서관","충남","서산시",23494,"3",70436,72434
2015,"LIBTYPE002",2060144013,"서천장항공공도서관","충남","서천군",65817,"3",50200,13635
2015,"LIBTYPE002",2060141040,"군포시 대야도서관","경기","군포시",109721,"3",399804,106662
2015,"LIBTYPE002",2050144010,"충청남도아산교육지원청아산도서관","충남","아산시",107388,"5",203246,94076
2015,"LIBTYPE002",2060144015,"아산시립남산도서관","충남","아산시",51069,"1",283913,155594
2015,"LIBTYPE002",2060144017,"아산시 배방도서관","충남","아산시",100066,"1",317038,253083
2015,"LIBTYPE002",2050144009,"충청남도서천교육지원청서천도서관","충남","서천군",79726,"2",161484,43768
2015,"LIBTYPE002",2030111004,"명성교회도서관","서울","강동구",119015,"2",185810,83498
2015,"LIBTYPE002",2030122005,"꿈꾸는마을도서관 도토리","대구","북구",12688,"3",15600,13650
2015,"LIBTYPE002",2030841001,"반달어린이도서관","경기","수원시 영통구",35206,"1",45235,27825
2015,"LIBTYPE002",2060144018,"아산시 송곡도서관","충남","아산시",149967,"5",248510,215287
2015,"LIBTYPE002",2060844002,"아산시 어린이도서관","충남","아산시",79764,"1",296352,334211
2015,"LIBTYPE002",2050144012,"충청남도예산교육지원청예산도서관","충남","예산군",92182,"2",142073,37023
2015,"LIBTYPE002",2060144031,"예산군립도서관","충남","예산군",44873,"2",71298,51276
2015,"LIBTYPE002",2060144020,"예산삽교도서관","충남","예산군",69003,"1",15724,11529
2015,"LIBTYPE002",2050144017,"충청남도교육청평생교육원","충남","천안시 동남구",166669,"9",629551,363846
2015,"LIBTYPE002",2060141038,"군포시 산본도서관","경기","군포시",212005,"7",1085222,440095
2015,"LIBTYPE002",2050144018,"충청남도교육청학생교육문화원","충남","천안시 동남구",116658,"5",338175,88466
2015,"LIBTYPE002",2060144030,"천안시문화도서관사업소 신방도서관","충남","천안시 동남구",64216,"5",685904,346682
2015,"LIBTYPE002",2060144023,"천안시문화도서관사업소 아우내도서관","충남","천안시 동남구",56676,"2",61447,23447
2015,"LIBTYPE002",2060144021,"천안시문화도서관사업소 중앙도서관","충남","천안시 동남구",195747,"8",271884,95019
2015,"LIBTYPE002",2050144013,"충청남도천안교육지원청성환도서관","충남","천안시 서북구",94501,"2",132169,59911
2015,"LIBTYPE002",2060144028,"천안시문화도서관사업소 도솔도서관","충남","천안시 서북구",85769,"2",389583,206553
2015,"LIBTYPE002",2060144029,"천안시문화도서관사업소 두정도서관","충남","천안시 서북구",104770,"4",716320,264059
2015,"LIBTYPE002",2060144022,"천안시문화도서관사업소 성거도서관","충남","천안시 서북구",83647,"2",97512,40012
2015,"LIBTYPE002",2060144014,"천안시문화도서관사업소 쌍용도서관","충남","천안시 서북구",140090,"6",691392,221926
2015,"LIBTYPE002",2050144014,"충청남도청양교육지원청청양도서관","충남","청양군",85274,"2",116843,66937
2015,"LIBTYPE002",2060841008,"군포시 어린이도서관","경기","군포시",115382,"3",271202,153957
2015,"LIBTYPE002",2060144036,"정산도서관","충남","청양군",27079,"1",19042,9371
2015,"LIBTYPE002",2050144019,"충청남도태안교육지원청태안도서관","충남","태안군",108511,"2",115756,66534
2015,"LIBTYPE002",2060144032,"태안군립중앙도서관","충남","태안군",36922,"2",49372,55881
2015,"LIBTYPE002",2060144019,"태안안면도서관","충남","태안군",50218,"2",15388,13391
2015,"LIBTYPE002",2050144020,"충청남도홍성교육지원청홍성도서관","충남","홍성군",91990,"4",240684,90539
2015,"LIBTYPE002",2060144024,"광천공공도서관","충남","홍성군",88709,"3",29037,32295
2015,"LIBTYPE002",2060144025,"당진시립중앙도서관","충남","당진시",82405,"3",307566,147645
2015,"LIBTYPE002",2050143011,"괴산교육도서관","충북","괴산군",74295,"3",86547,26732
2015,"LIBTYPE002",2050143015,"단양교육도서관","충북","단양군",70092,"3",57081,47419
2015,"LIBTYPE002",2060143017,"다누리도서관","충북","단양군",70546,"1",167672,50008
2015,"LIBTYPE002",2060141088,"군포시 중앙도서관","경기","군포시",301679,"10",1591712,479942
2015,"LIBTYPE002",2060143008,"매포도서관","충북","단양군",50823,"0",62299,38728
2015,"LIBTYPE002",2050143007,"보은교육도서관","충북","보은군",84460,"2",100646,24710
2015,"LIBTYPE002",2050143009,"영동교육도서관","충북","영동군",69475,"3",86871,24396
2015,"LIBTYPE002",2060143023,"레인보우영동도서관","충북","영동군",29166,"2",115720,61275
2015,"LIBTYPE002",2050143008,"옥천교육도서관","충북","옥천군",66491,"3",132027,9878
2015,"LIBTYPE002",2060145020,"무주형설지공도서관","전북","무주군",39673,"1",12129,11196
2015,"LIBTYPE002",2050145010,"부안교육문화회관","전북","부안군",73970,"3",86000,42722
2015,"LIBTYPE002",2060145019,"부안군립도서관","전북","부안군",53236,"2",38319,87464
2015,"LIBTYPE002",2050145005,"전라북도교육청순창도서관","전북","순창군",65003,"3",93574,25525
2015,"LIBTYPE002",2060145034,"순창군립도서관","전북","순창군",23618,"2",34385,23476
2015,"LIBTYPE002",2050145009,"전라북도교육청완주도서관","전북","완주군",60446,"3",33749,13990
2015,"LIBTYPE002",2060145032,"완주군립 둔산영어도서관","전북","완주군",33588,"1",98135,57869
2015,"LIBTYPE002",2060145014,"완주군립고산도서관","전북","완주군",57837,"1",36000,15746
2015,"LIBTYPE002",2060145013,"완주군립삼례도서관","전북","완주군",102627,"1",28956,24130
2015,"LIBTYPE002",2060141048,"광주시립중앙도서관","경기","광주시",270135,"6",623384,337280
2015,"LIBTYPE002",2050145001,"마한교육문화회관","전북","익산시",128452,"5",80394,61585
